source_url,source_record_id,target_path,sha256,bytes,mime_type,recovery_status,evidence,notes
http://www.balog.jp/photos/original/20091127/1259314761917.jpg,,/img/blog/2009/11/aafd027198dd-198cd3f07ac6.jpg,198cd3f07ac65d8ca1d5b9bf6a2a1e84ab6771683460b436164aacb98370d8c7,181277,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20091127/1259315978521.jpg,,/img/blog/2009/11/6485dd749c2d-50c5e4596e5d.jpg,50c5e4596e5d0bd28ecff33714eb8f2d3afcb7cc10e472659c62aba1d1d19bfd,130481,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/original/20091127/1259315978521.jpg,,/img/blog/2009/11/adfdb9bb8745-50c5e4596e5d.jpg,50c5e4596e5d0bd28ecff33714eb8f2d3afcb7cc10e472659c62aba1d1d19bfd,130481,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20100816/1281965336210.jpg,,/img/blog/2010/08/d4c0e294b3d2-1e35d82b3e2f.jpg,1e35d82b3e2fdfc7bc39f95823a6770113dd47c35ea26c757716acc509edf4d8,30118,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/original/20100816/1281965336210.jpg,,/img/blog/2010/08/ebf465e8653e-1e35d82b3e2f.jpg,1e35d82b3e2fdfc7bc39f95823a6770113dd47c35ea26c757716acc509edf4d8,30118,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20100817/1282021763959.jpg,,/img/blog/2010/08/c5d4ab0c1821-b222e6e53e15.jpg,b222e6e53e1594cd5472abb6996eafa657309ded82a7c33bbc0424d0b4aa63cb,101474,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/original/20100817/1282021763959.jpg,,/img/blog/2010/08/0c60209eb66f-b222e6e53e15.jpg,b222e6e53e1594cd5472abb6996eafa657309ded82a7c33bbc0424d0b4aa63cb,101474,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20100821/1282367758160.jpg,,/img/blog/2010/08/7c40e8e79270-a6a93060b49d.jpg,a6a93060b49d788969c0247305eb68251a391313df5d6564eb26196a35a64b37,368441,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/original/20100821/1282367758160.jpg,,/img/blog/2010/08/649fd3663622-a6a93060b49d.jpg,a6a93060b49d788969c0247305eb68251a391313df5d6564eb26196a35a64b37,368441,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20100824/1282626276894.jpg,,/img/blog/2010/08/7ab625ef9cc9-a2355e1ef676.jpg,a2355e1ef6765703a6ee43558dcfc3592e61b26dd9ffaf5cf01f236f9de89814,110951,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/original/20100824/1282626276894.jpg,,/img/blog/2010/08/39fc1b7dc064-a2355e1ef676.jpg,a2355e1ef6765703a6ee43558dcfc3592e61b26dd9ffaf5cf01f236f9de89814,110951,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20100826/1282818777636.jpg,,/img/blog/2010/08/c2341f73e4cd-73ec37a155e0.jpg,73ec37a155e05de91323efa1c836e66823a020bbb26958056b908d8ec73ee022,83614,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/original/20100826/1282818777636.jpg,,/img/blog/2010/08/0f9ab1dc5717-73ec37a155e0.jpg,73ec37a155e05de91323efa1c836e66823a020bbb26958056b908d8ec73ee022,83614,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://note.alchembright.com/wp-content/uploads/2010/08/photo-1282977346.00-0-224x300.jpg,,/img/blog/2010/08/2310cf155c72-photo-1282977346.00-0-224x300.jpg,2310cf155c724969ade3aaaf37f31b9ba8214a09ef5a030443c77f02e250e4fa,16530,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 224x300; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2010/08/photo-1282977346.00-0-224x300.jpg,,/img/blog/2010/08/2310cf155c72-photo-1282977346.00-0-224x300.jpg,2310cf155c724969ade3aaaf37f31b9ba8214a09ef5a030443c77f02e250e4fa,16530,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 224x300; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2010/08/photo-1282977346.00-0-rotated.jpg,,/img/blog/2010/08/3d6810e5963e-photo-1282977346.00-0-rotated.jpg,3d6810e5963e34db7849d8c5b1e91091208e12b845a18bfc639c5b14712861d1,54110,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 478x640; original bytes preserved
http://www.balog.jp/photos/original/20100828/1282977346972.jpg,,/img/blog/2010/08/33eae80a45b1-c5de95bc39c0.jpg,c5de95bc39c0b023b1ff6a218cad43741d482f4a517874fe0178eea9f8ec0968,91200,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
https://dev.balog.jp/Cooking.drawio.svg,,/img/blog/2025/04/ec0ef4ef80d6-42802cddfbb7.png,42802cddfbb76c8273e6e23a9b6d23a36437108951e490d6e203855762644a42,2423950,image/png,recovered,"User-supplied Cooking.drawio exported with draw.io 31.3.2; PNG, light theme, scale 2, border 12",Original drawio preserved unchanged in private migration/raw/cooking-20260910; PNG replaces former SVG URL; month from article date
https://www.alchembright.com/wp-content/uploads/2010/08/photo-1282977346.00-0-150x150.jpg,,/img/blog/2010/08/a852476733a7-photo-1282977346.00-0-150x150.jpg,a852476733a7573c2798b3bf3dba69e0ab6e82f10e75b158f9376bbf98316b19,7320,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 150x150; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2022/12/IMG_1778-scaled.jpg,,/img/blog/2022/12/67c0ce5277c4-IMG_1778-scaled.jpg,67c0ce5277c456e8a459d2802aaf0487482f8014c7afb9f709e7d2ac026dc46a,825562,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 1920x2560; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2022/12/IMG_1778-225x300.jpg,,/img/blog/2022/12/a4052f3025be-IMG_1778-225x300.jpg,a4052f3025becfff7ac5dfa5bb3c2d1eaf8b3ae906fbe2f8c93e7030411e7939,27476,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 225x300; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2022/12/IMG_1778-768x1024.jpg,,/img/blog/2022/12/46efeb9ead03-IMG_1778-768x1024.jpg,46efeb9ead037c0bcb777ab0aad452d12a57a60faae6ed46006534bcd2969dfa,168156,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 768x1024; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2022/12/IMG_1778-150x150.jpg,,/img/blog/2022/12/fd39ae63725b-IMG_1778-150x150.jpg,fd39ae63725b7d9bdc045621191b71d0d1517fb9821d3e0035300188e2f1b5e1,16715,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 150x150; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2022/12/IMG_1778-1152x1536.jpg,,/img/blog/2022/12/7685706f30b4-IMG_1778-1152x1536.jpg,7685706f30b405d27b5fc4f5905a1d55e85dab9aed23f8c8bd3ef7e17c4ded54,337350,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 1152x1536; original bytes preserved
https://www.alchembright.com/wp-content/uploads/2022/12/IMG_1778-1536x2048.jpg,,/img/blog/2022/12/f9f898a3cf13-IMG_1778-1536x2048.jpg,f9f898a3cf13b078e0b301d0f9159d4c114c550f505038b934277d76b52b1437,559825,image/jpeg,recovered,Downloaded exact source URL 2026-09-09; image decoded with sharp,Month from source URL; 1536x2048; original bytes preserved
